event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PNG262,2022-08-25,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Nomali Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Aiyala Tribal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Yomodaka,-5.4424,143.1959,2,The National (Papua New Guinea),National,"Around 25 August 2022 (as reported), members of the Nomali clan attacked and killed an Aiyala clansman in Tipinini, Enga (coded to Yomodaka). The attack was done in retaliation for Aiyala clan killing a Nomali man, and is part of an ongoing violent dispute between the Aiyala and Nomali clans in Porgera.",1,crowd size=no report,1730855107
PNG265,2022-08-26,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Mendi,-6.1494,143.64940000000001,2,The National (Papua New Guinea),National,"On 26 August 2022, unidentified people torched homes and business properties near Mendi (Southern Highlands). This follows election-related violence that occurred on 18 August 2022 in Mendi between supporters of rival national election candidates.",0,crowd size=no report,1725414493
PNG1041,2022-08-27,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Rioters (Papua New Guinea),NA,Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,The National (Papua New Guinea),National,"On 27 August 2022, two factions from Mamboo market engaged in a drunken brawl in Goroka Urban (Eastern Highlands), resulting in the killing of a person.",1,crowd size=no report,1741648625
PNG1042,2022-08-28,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Rioters (Papua New Guinea),NA,Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,The National (Papua New Guinea),National,"On 28 August 2022, two factions from Mamboo market clashed in Goroka Urban (Eastern Highlands). The fight began from a drunken brawl that happened in the same area, resulting in 1 dead person (coded separately).",0,crowd size=no report,1741648625
PNG267,2022-08-29,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Labor Group (Papua New Guinea); Tungsup Communal Group (Papua New Guina),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Mendi,-6.1494,143.64940000000001,1,Post Courier; The National (Papua New Guinea),National,"On 29 August 2022, local leaders and tribesmen held a peace march in Mendi (Southern Highlands) calling for an end to election-related violence and the destruction of properties. The demonstration was organized by the spokesperson for the Tungsup tribe, local businesses and others.",0,crowd size=no report,1725414493
PNG283,2022-08-31,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kemipinti Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Nelgi Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Western Highlands,Dei,NA,Nunga 1,-5.6975,144.4281,2,The National (Papua New Guinea),National,"Around 31 August 2022 (week of), Kemipinti tribesmen attacked Nelgi tribal villagers in Mala local government area, Western Highlands (coded to Nunga 1), injuring two men and torching 5 homes. The attack was in retaliation for an earlier attack by Nelgi tribesmen on Kemipinti tribal villagers.",0,crowd size=no report,1730835689
PNG287,2022-08-31,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Nelgi Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Kemipinti Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Western Highlands,Dei,NA,Nunga 1,-5.6975,144.4281,1,The National (Papua New Guinea),National,"Around 31 August 2022 (week of), armed Nelgi tribesmen attacked Kemipinti tribal villagers in Nunga 1 (Western Highlands), injuring two men and torching 12 homes. The reason for the attack is unknown.",0,crowd size=no report,1730835689
PNG282,2022-09-04,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Baruni Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea); Unidentified Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 4 September 2022, Baruni clansmen argued and fought with men from another clan over the sale of land to an Engan businessman in the Gerehu suburb of Port Moresby (National Capital District), leading to two men from Enga being killed and the abduction and killing of a Baruni clan leader.",3,crowd size=no report,1750186809
PNG286,2022-09-04,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kaekin Pausa Communal Group (Papua New Guinea); Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Wapenamanda,NA,Anji,-5.7262,143.9352,2,Post Courier; The National (Papua New Guinea),National,"On 4 September 2022, hundreds of village men led by the Kaekin Pausa tribe tortured a woman accused by her son of having practiced sorcery on him in Tobilimanda village, Wapenamanda, Enga (coded to Anji). After her son died, the woman was tortured with hot knives and wires before being released to the police, later dying from her injuries.",1,crowd size=hundreds; women targeted: accused of witchcraft/sorcery,1739305036
PNG284,2022-09-06,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Baruni Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 6 September 2022, Baruni clansmen attacked another clan and destroyed its houses and property in Port Moresby (National Capital District). The attack occurred after the body of a Baruni clan leader who had been abducted by the other clan was discovered. The two clans are in dispute over the sale of land in the Gerehu suburb of Port Moresby to an Engan businessman, which led to two Engan men being killed and the abduction of the Baruni clan leader on 4 September. There were no casualties.",0,crowd size=no report,1750186809
PNG285,2022-09-07,2022,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Nelgi Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Kemipinti Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Western Highlands,Mount Hagen,NA,Mount Hagen,-5.8561,144.2341,1,The National (Papua New Guinea),National,"On 7 September 2022, leaders of the Nelgi tribe and Kemipinti tribe held a peace agreement signing ceremony at the police station in Mount Hagen (Western Highlands). The agreement follows violence between the two tribes in the previous week which caused four injured and 17 homes to be torched.",0,NA,1762292062
PNG289,2022-09-08,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Paiam Town,-5.4697,143.1495,1,Loop News Papua New Guinea,National,"On 8 September 2022, a warring clan killed a man in his garden in Paiam Town (Enga). The motive for the attack is unknown, however it occurred during an ongoing conflict between Nomali and Aiyala clans.",1,crowd size=no report,1733860839
PNG292,2022-09-09,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),NA,Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Paiam Town,-5.4697,143.1495,1,Loop News Papua New Guinea,National,"On 9 September 2022, villagers marched to the police station in Paiam Town (Enga) calling for the declaration of a State of Emergency following the killing of a local man in Paiam during the ongoing dispute between Nomali and Aiyala clans.",0,crowd size=no report,1733860839
PNG293,2022-09-09,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Labor Group (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,Loop News Papua New Guinea,National,"On 9 September 2022, electoral workers from the Ahi local level government area protested outside Gavman Haus in Lae (Morobe) demanding payments owed to them by the provincial electoral commission.",0,crowd size=no report,1663683462
PNG288,2022-09-11,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea); Southern Highlands Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Eastern Highlands Ethnic Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,The National (Papua New Guinea),National,"On 11 September 2022, a fight broke out between youths from Southern Highlands and Enga with Eastern Highlands youths at Awagasi in Lae (Lae), leading to three deaths. The fight was triggered by Eastern Highlands youths disrupting vendors at Awagasi market, leading to Southern Highlands and Engan youths chasing the Eastern Highlanders, resulting in a death. In retaliation, the Eastern Highlanders retaliated and shot dead two Engan and Southern Highlanders. Police arrested 148 men for their involvement in the clash.",3,crowd size=no report,1737495274
PNG291,2022-09-14,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Cult Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Madang,Madang,NA,Bemari Waguma,-5.2465,145.586,1,Loop News Papua New Guinea,National,"Around 14 September 2022 (as reported), more than 10 armed cult members attacked a group of five people staying at a garden house in Berin village in Bemari Waguma (Madang), one was stabbed to death, and the other four escaped. According to police, the group is known for practicing cult activities in the area.",1,crowd size=more than 10,1686058894
PNG299,2022-09-17,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Unidentified Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Unidentified Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"Around 17 September 2022 (weekend of), a dispute led to fighting between two Highlands factions at Tete Settlement in Laloki / Napanapa Urban area in Port Moresby (National Capital District). Separately, another dispute led to fighting between villagers at Morata Settlement in Waigani/University area.",0,crowd size=no report,1750186809
PNG294,2022-09-17,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Nagamiufa Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Korofeigu Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,2,Post Courier; The National (Papua New Guinea),National,"On 17 September 2022, several tribesmen from Nagamiufa village retaliated and attacked the PNG Ports CEO and his driver with machetes in Nagamiufa village near Goroka Urban (Eastern Highlands) after the CEO allegedly used a weapon to shoot dead his business partner, a Nagamiufa villager, in an argument. The CEO, from Korofeigu village in Lower Bena, and his driver were slashed to death. Four of the CEO's associates were taken hostage by the villagers.",2,crowd size=several,1741648625
PNG296,2022-09-17,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Aiyala Tribal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Judges (Papua New Guinea); Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Porgera,-5.4795,143.1232,1,Post Courier; The National (Papua New Guinea),National,"On 17 September 2022, armed Aiyela/Aiyala tribesmen shot and killed a village court magistrate at his home and abducted two women who were relatives of the man in Lagaip-Porgera (Enga). The killed magistrate had been involved in ongoing peace efforts between warring Aiyela and Nomali clans.",1,crowd size=no report; local administrators; women targeted: relatives of targeted groups or persons,1733860839
PNG297,2022-09-17,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Patep Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Sepik Ethnic Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Huon,NA,Markham Bridge,-6.6914,146.8899,1,The National (Papua New Guinea),National,"On 17 September 2022, Patep villagers and Sepik settlers engaged in a riot at Markham Bridge (Morobe), leading to three Patep men injured and 20 houses of the Sepik settlers torched.",0,crowd size=no report,1729632806
PNG298,2022-09-18,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Labu Two Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Labu Three Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Huon,NA,Bubia,-6.6634,146.9103,1,The National (Papua New Guinea),National,"On 18 September 2022, villagers from Labu Two and Labu Three fought in Bubia (Morobe), leading to two people being killed. The fight occurred after food gardens belonging to Labu Two villagers were destroyed by youths from Labu Three.",2,crowd size=no report,1708472463
PNG295,2022-09-19,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Korofeigu Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Nagamiufa Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,2,Post Courier; The National (Papua New Guinea),National,"On 19 September 2022, clansmen from Korofeigu village in Lower Bena attacked villagers and torched houses using spears, guns and other weapons in Nagamiufa village near Goroka Urban (Eastern Highlands), leaving three villagers severely injured. 418 women and children became homeless. The attack was in retaliation for killing a Korofeigu man in Nagamiufa on 17 September 2022. There were no casualties.",0,crowd size=no report,1741648625
PNG301,2022-09-21,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Southern Highlands,Mendi-Munihu,NA,Melant,-6.0852,143.6096,1,The National (Papua New Guinea),National,"Around 21 September 2022 (week of), villagers beat and tortured four women accused of practicing sorcery to kill the village councilor's wife in Melant (Southern Highlands), killing one of the women and severely injuring the other three.",1,crowd size=no report; women targeted: accused of witchcraft/sorcery,1738712869
PNG307,2022-09-21,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Cult Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Mitiganap Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Sandaun,Telefomin,NA,Mitiganap,-5.2003,142.1596,1,Post Courier; The National (Papua New Guinea),National,"On 21 September 2022, a cult known as the 'Prophecy Group' attacked villagers in Mitiganap (Sandaun). Two boys were killed, several people were injured and properties were destroyed. The Prophecy Group was established in 2019 and is based in the jungles of Mitiganap, with around 1,000 followers.",2,crowd size=no report,1729632806
PNG300,2022-09-28,2022,1,Political violence,Battles,Armed clash,Meekamui Defence Force,NA,Rebel group,Meekamui Defence Force,NA,Rebel group,Rebel group-Rebel group,NA,598,Oceania,Papua New Guinea,Bougainville,South Bougainville,NA,Konnou,-6.6892,155.725,1,Post Courier; The National (Papua New Guinea),National,"On 28 September 2022, around 50 armed militants from the separatist Meekamui Defence Force clashed at a logging camp of an agricultural project in Konnou (Bougainville). The militants have overtaken the logging camp for some days and are infighting between two factions, Meekamui One, which opposes restarting the logging project, and Meekamui Two, which wants to restart operations. The militants shot randomly against workers, leaving four men dead, including one expatriate worker. Further, three men were severely injured, and six men went missing. Bougainville police attempt to resolve the situation peacefully between the two factions and landowners.",4,NA,1753971887
PNG304,2022-09-30,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Waiya Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Lewai Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Western Highlands,Mul-Baiyer,NA,Yangomanda,-5.6081,144.0824,2,Post Courier,National,"On 30 September 2022, men from the Waiya and Lewai tribes clashed in Lumusa local level government, Western Highlands (coded to Yangomanda), causing the death of one Lewai tribesman. Since June 2022, the two tribes have been intermittently fighting over a disputed rugby league match. Five Lewai and one Waiya have been killed since then.",1,crowd size=no report,1729632806
PNG303,2022-10-01,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vunaulul Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Livuan Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,East New Britain,Kokopo,NA,Vunamurmur,-4.3224,152.1798,1,The National (Papua New Guinea),National,"On 1 October 2022, armed youths from Vunaulul and Livuan fought at Nangananga Primary School at Livuan village in Vunamurmur (East New Britain) leading to one man shot dead and one youth injured. The fighting began when Livuan youth confronted Vunaulul youth trying to torch Nangananga Primary School.",1,crowd size=no report,1729632806
PNG302,2022-10-04,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"Around 4 October 2022 (as reported), villagers from neighboring settlements stoned and attempted to torch the home of a man whose dogs were accused of killing a man in the Vabukori area of Port Moresby (National Capital District). The vigilantes also killed four of the victim's dogs. There were no casualties.",0,crowd size=no report,1750186809
PNG306,2022-10-08,2022,2,Political violence,Violence against civilians,Attack,Military Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),NA,Civilians,State forces-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Western,South Fly,NA,Daru Town,-9.0791,143.2093,1,The National (Papua New Guinea),National,"Around 8 October 2022 (weekend of), Papua New Guinea soldiers allegedly killed a local man from Bamu village in Daru Town (Western).",1,NA,1754410691
PNG308,2022-10-08,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Military Forces of Papua New Guinea (2019-),NA,State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Western,South Fly,NA,Daru Town,-9.0791,143.2093,1,The National (Papua New Guinea),National,"Around 8 October 2022 (weekend of), villagers attacked an outpost of the Papua New Guinea military in Daru Town (Western) as reprisal for the killing of a man by military forces. No injuries occurred.",0,crowd size=no report,1691508159
PNG305,2022-10-09,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Hela Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Eastern Highlands Ethnic Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Asia Pacific Report; The National (Papua New Guinea),National-International,"On 9 October 2022, settlers from Hela and Eastern Highlands fought using projectiles in Erima, Port Moresby (National Capital District), leading to two people killed. The fighting was triggered by the death of an Eastern Highlands man during a drug deal. Police stopped the fighting and negotiated with leaders on both sides to resolve the dispute.",2,crowd size=no report,1750186809
PNG309,2022-10-09,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Ramale Communal Group (Papua New Guinea),Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,East New Britain,Kokopo,NA,Palnakaur,-4.3603,152.2784,1,Post Courier,National,"On 9 October 2022, villagers from Ramale village torched a family's home at Palnakaur (East New Britain) in retaliation for the shooting of a security guard, who was from Ramale village, at Don Bosco Technical Secondary School during a robbery by 10 youths from Palnakaur. Police appealed to the villagers of Palnakaur to hand over the youths to the police.",0,crowd size=no report,1749598059
PNG311,2022-10-12,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Garim Communal Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Umin Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Madang,Madang,NA,Bahor Sahgala,-5.2942,145.757,2,The National (Papua New Guinea),National,"On 12 October 2022, Garim village youths shot wire catapults at three Umin villagers in Garim village near Bahor Sahgala (Madang), killing a Umin man and his 6-year-old son, and severely injuring a Umin teenager. The attack was triggered by the Umin man coming to Garim to demand the return of his son from the Garim locals.",2,crowd size=no report,1721769336
PNG365,2022-10-13,2022,1,Strategic developments,Strategic developments,Other,Civilians (Papua New Guinea),Refugees/IDPs (Papua New Guinea),Civilians,NA,NA,NA,Civilians only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,EMTV; Post Courier,National,"Displacement: On 13 October 2022, around 11,000 people were evicted by police from Morata One in Port Moresby (National Capital District) following a court order which found the informal squatters settlement to be illegal. Three people were injured during the eviction. The settlers had purchased parcels of land from people who were believed to be the customary land owners and accused the government of failing to supply adequate housing in the area, which thus displaced people to informal settlements such as Morata One.",0,NA,1750186809
PNG312,2022-10-13,2022,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Nomali Tribal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Kungurine Tribal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Porgera,-5.4795,143.1232,1,The National (Papua New Guinea),National,"On 13 October 2022, representatives of the Nomali and Kungurine clans agreed to cease fighting and end their occupation of homes in Paiam in a meeting held in Lagaip-Porgera (Enga). The ceasefire was initiated by the Porgera-Paiela Open electorate MP, who is also a Porgera gold mine landowner, in order to allow for the reopening of the Porgera gold mine.",0,NA,1734463312
PNG310,2022-10-15,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Rioters (Papua New Guinea),NA,Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,East Sepik,Wewak,NA,Wewak,-3.5682,143.6221,1,The National (Papua New Guinea),National,"Around 15 October 2022 (weekend of), youths armed with bush knives and wire catapults clashed at the Nuigo settlement in Wewak (East Sepik), leading to two people killed, three people, including a visiting priest, injured, houses torched and hundreds displaced. The event was described as an 'ethnic clash' that stemmed from a drunken brawl. The settlement allegedly hosted people from almost all six districts of East Sepik, which suggests that the youths might come from different communities.",2,crowd size=no report,1728421385
PNG573,2022-10-15,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Gulf,Kerema,NA,Hapataewa,-7.5309,146.0342,1,Post Courier; The National (Papua New Guinea),National,"On 15 October 2022, relatives of a deceased girl attacked and killed an old woman whom they accused of practicing sorcery in Yoko village, Hapataewa ward (Gulf). The relatives accused the old woman of eating the heart of the 4-year-old girl resulting in her death. They beat the old woman, dragging out of her home where they cut off her hand and head with a bush knife. The old woman's relatives tried to intervene but failed. On 16 November 2022 (as reported), police arrested and charged the main suspect with one count of murder. On 3 August 2023 (as reported), police arrested and charged another suspect with murder.",1,crowd size=no report,1695731961
PNG1429,2022-10-20,2022,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Woyoepa Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Woyoepa Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Okapa,NA,Wayoepa,-6.4925,145.5726,1,Post Courier,National,"On 20 October 2022, members of two families within Woyoepa (Wayoepa) village signed a peace agreement at Woyoepa (Wayoepa) village, West Okapa (Wayoepa, Okapa, Eastern Highlands), ending a conflict that began in March following the death of a family member, resulting in sorcery accusations being made, and properties set ablaze. The agreement, prepared by the local peace mediation committee and witnessed by church representatives, village court officials, LLG presidents, and police officers, formalized reconciliation between the two families. The peace pact allowed around 600 people to resettle safely in Woyoepa village and committed the parties to coexist peacefully, maintain order, and respect law and security going forward.",0,NA,1764095810
PNG313,2022-10-22,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Gulf,Kerema,NA,Kakoro,-7.8392,146.53,1,The National (Papua New Guinea),National,"Around 22 October 2022 (weekend of), villagers killed two brothers accused of practicing sorcery in Kakoro (Gulf). one brother was decapitated with a bush knife, and the other was shot.",2,crowd size=no report,1667321363
PNG1025,2022-10-23,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Moge-Nambuka Clan Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Jika Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Western Highlands,Mount Hagen,NA,Mount Hagen,-5.8561,144.2341,1,The National (Papua New Guinea),National,"On 23 October 2022, youths from Moge Nambka and Jiga tribes engaged in a stone-throwing fight at the Okapana market in Mount Hagen (Western Highlands). A Mobile Squad officer's head was injured while trying to stop the fight.",0,crowd size=no report,1762292062
PNG314,2022-10-24,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kulumata Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Kuboma Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Milne Bay,Kiriwini-Goodenough,NA,Gumilababa,-8.5316,151.0648,1,Loop News Papua New Guinea; Post Courier; RNZ; The National (Papua New Guinea),National-Regional,"On 24 October 2022, Kulumata tribesmen and Kuboma tribesmen fought with spears and bush knives outside the Losuia Government Station in Gumilababa (Milne Bay), resulting in 24 deaths, including a 13-year old boy, and many seriously injured, including women. The majority of those killed were Kuboma tribesmen. The battle was triggered by the destruction of the yam gardens of the Kulumata villagers by Kuboma villagers. Existing tensions between the two tribes began in September 2022, when a Kuboma man was killed in a fight over a soccer game.",24,crowd size=no report,1741139787
PNG321,2022-10-24,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Cult Group (Papua New Guinea); Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Madang,Bogia,NA,Bogia,-4.2729,144.9723,1,The National (Papua New Guinea),National,"On 24 October 2022, a cult group operating in the Malala/Yoro area killed a man they accused of practicing sorcery in his house in Bogia (Madang) using a bush knife. Police have arrested 12 suspects.",1,crowd size=no report,1716327870
PNG317,2022-10-31,2022,1,Strategic developments,Strategic developments,Agreement,Government of Papua New Guinea (2019-),NA,State forces,Government of France (2017-),NA,External/Other forces,State forces-External/Other forces,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,3,Loop News Papua New Guinea,National,"On 31 October 2022, the Papua New Guinea foreign affairs minister signed a status of forces agreement with the French ambassador. Event coded at Port Moresby. The agreement concerns practical issues related to the advancement of cooperation between the two countries' military forces regarding securing borders, and preventing illegal fishing, drug smuggling, human smuggling and other issues in the territorial waters and border areas of Papua New Guinea.",0,NA,1753954689
PNG316,2022-10-31,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Police Forces of Papua New Guinea (2019-),Rioters,Civilians (Papua New Guinea),Labor Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 31 October 2022, a group of police mobile squad members rioted at market in Gordon in Port Moresby (National Capital District), in response to the killing of a police officer in Hela the previous week. They fired their weapons and chased away vendors, but no injuries occurred.",0,crowd size=no report,1750186809
